city,airport_name,code,country,region,slug,theme
City 8098,City 8098 International Airport,LZL,Country 178,Asia Pacific,city-8098-lzl,honeymoon travel
City 8099,City 8099 International Airport,LZM,Country 179,Latin America,city-8099-lzm,executive itineraries
City 8100,City 8100 International Airport,LZN,Country 180,Africa,city-8100-lzn,family premium travel
City 8101,City 8101 International Airport,LZO,Country 181,North America,city-8101-lzo,luxury city breaks
City 8102,City 8102 International Airport,LZP,Country 182,Europe,city-8102-lzp,business travel
City 8103,City 8103 International Airport,LZQ,Country 183,Middle East,city-8103-lzq,premium long-haul demand
City 8104,City 8104 International Airport,LZR,Country 184,Asia Pacific,city-8104-lzr,honeymoon travel
City 8105,City 8105 International Airport,LZS,Country 185,Latin America,city-8105-lzs,executive itineraries
City 8106,City 8106 International Airport,LZT,Country 186,Africa,city-8106-lzt,family premium travel
City 8107,City 8107 International Airport,LZU,Country 187,North America,city-8107-lzu,luxury city breaks
City 8108,City 8108 International Airport,LZV,Country 188,Europe,city-8108-lzv,business travel
City 8109,City 8109 International Airport,LZW,Country 189,Middle East,city-8109-lzw,premium long-haul demand
City 8110,City 8110 International Airport,LZX,Country 190,Asia Pacific,city-8110-lzx,honeymoon travel
City 8111,City 8111 International Airport,LZY,Country 191,Latin America,city-8111-lzy,executive itineraries
City 8112,City 8112 International Airport,LZZ,Country 192,Africa,city-8112-lzz,family premium travel
City 8113,City 8113 International Airport,MAA,Country 193,North America,city-8113-maa,luxury city breaks
City 8114,City 8114 International Airport,MAB,Country 194,Europe,city-8114-mab,business travel
City 8115,City 8115 International Airport,MAC,Country 195,Middle East,city-8115-mac,premium long-haul demand
City 8116,City 8116 International Airport,MAD,Country 196,Asia Pacific,city-8116-mad,honeymoon travel
City 8117,City 8117 International Airport,MAE,Country 197,Latin America,city-8117-mae,executive itineraries
City 8118,City 8118 International Airport,MAF,Country 198,Africa,city-8118-maf,family premium travel
City 8119,City 8119 International Airport,MAG,Country 199,North America,city-8119-mag,luxury city breaks
City 8120,City 8120 International Airport,MAH,Country 200,Europe,city-8120-mah,business travel
City 8121,City 8121 International Airport,MAI,Country 201,Middle East,city-8121-mai,premium long-haul demand
City 8122,City 8122 International Airport,MAJ,Country 202,Asia Pacific,city-8122-maj,honeymoon travel
City 8123,City 8123 International Airport,MAK,Country 203,Latin America,city-8123-mak,executive itineraries
City 8124,City 8124 International Airport,MAL,Country 204,Africa,city-8124-mal,family premium travel
City 8125,City 8125 International Airport,MAM,Country 205,North America,city-8125-mam,luxury city breaks
City 8126,City 8126 International Airport,MAN,Country 206,Europe,city-8126-man,business travel
City 8127,City 8127 International Airport,MAO,Country 207,Middle East,city-8127-mao,premium long-haul demand
City 8128,City 8128 International Airport,MAP,Country 208,Asia Pacific,city-8128-map,honeymoon travel
City 8129,City 8129 International Airport,MAQ,Country 209,Latin America,city-8129-maq,executive itineraries
City 8130,City 8130 International Airport,MAR,Country 210,Africa,city-8130-mar,family premium travel
City 8131,City 8131 International Airport,MAS,Country 211,North America,city-8131-mas,luxury city breaks
City 8132,City 8132 International Airport,MAT,Country 212,Europe,city-8132-mat,business travel
City 8133,City 8133 International Airport,MAU,Country 213,Middle East,city-8133-mau,premium long-haul demand
City 8134,City 8134 International Airport,MAV,Country 214,Asia Pacific,city-8134-mav,honeymoon travel
City 8135,City 8135 International Airport,MAW,Country 215,Latin America,city-8135-maw,executive itineraries
City 8136,City 8136 International Airport,MAX,Country 216,Africa,city-8136-max,family premium travel
City 8137,City 8137 International Airport,MAY,Country 217,North America,city-8137-may,luxury city breaks
City 8138,City 8138 International Airport,MAZ,Country 218,Europe,city-8138-maz,business travel
City 8139,City 8139 International Airport,MBA,Country 219,Middle East,city-8139-mba,premium long-haul demand
City 8140,City 8140 International Airport,MBB,Country 220,Asia Pacific,city-8140-mbb,honeymoon travel
City 8141,City 8141 International Airport,MBC,Country 1,Latin America,city-8141-mbc,executive itineraries
City 8142,City 8142 International Airport,MBD,Country 2,Africa,city-8142-mbd,family premium travel
City 8143,City 8143 International Airport,MBE,Country 3,North America,city-8143-mbe,luxury city breaks
City 8144,City 8144 International Airport,MBF,Country 4,Europe,city-8144-mbf,business travel
City 8145,City 8145 International Airport,MBG,Country 5,Middle East,city-8145-mbg,premium long-haul demand
City 8146,City 8146 International Airport,MBH,Country 6,Asia Pacific,city-8146-mbh,honeymoon travel
City 8147,City 8147 International Airport,MBI,Country 7,Latin America,city-8147-mbi,executive itineraries
City 8148,City 8148 International Airport,MBJ,Country 8,Africa,city-8148-mbj,family premium travel
City 8149,City 8149 International Airport,MBK,Country 9,North America,city-8149-mbk,luxury city breaks
City 8150,City 8150 International Airport,MBL,Country 10,Europe,city-8150-mbl,business travel
City 8151,City 8151 International Airport,MBM,Country 11,Middle East,city-8151-mbm,premium long-haul demand
City 8152,City 8152 International Airport,MBN,Country 12,Asia Pacific,city-8152-mbn,honeymoon travel
City 8153,City 8153 International Airport,MBO,Country 13,Latin America,city-8153-mbo,executive itineraries
City 8154,City 8154 International Airport,MBP,Country 14,Africa,city-8154-mbp,family premium travel
City 8155,City 8155 International Airport,MBQ,Country 15,North America,city-8155-mbq,luxury city breaks
City 8156,City 8156 International Airport,MBR,Country 16,Europe,city-8156-mbr,business travel
City 8157,City 8157 International Airport,MBS,Country 17,Middle East,city-8157-mbs,premium long-haul demand
City 8158,City 8158 International Airport,MBT,Country 18,Asia Pacific,city-8158-mbt,honeymoon travel
City 8159,City 8159 International Airport,MBU,Country 19,Latin America,city-8159-mbu,executive itineraries
City 8160,City 8160 International Airport,MBV,Country 20,Africa,city-8160-mbv,family premium travel
City 8161,City 8161 International Airport,MBW,Country 21,North America,city-8161-mbw,luxury city breaks
City 8162,City 8162 International Airport,MBX,Country 22,Europe,city-8162-mbx,business travel
City 8163,City 8163 International Airport,MBY,Country 23,Middle East,city-8163-mby,premium long-haul demand
City 8164,City 8164 International Airport,MBZ,Country 24,Asia Pacific,city-8164-mbz,honeymoon travel
City 8165,City 8165 International Airport,MCA,Country 25,Latin America,city-8165-mca,executive itineraries
City 8166,City 8166 International Airport,MCB,Country 26,Africa,city-8166-mcb,family premium travel
City 8167,City 8167 International Airport,MCC,Country 27,North America,city-8167-mcc,luxury city breaks
City 8168,City 8168 International Airport,MCD,Country 28,Europe,city-8168-mcd,business travel
City 8169,City 8169 International Airport,MCE,Country 29,Middle East,city-8169-mce,premium long-haul demand
City 8170,City 8170 International Airport,MCF,Country 30,Asia Pacific,city-8170-mcf,honeymoon travel
City 8171,City 8171 International Airport,MCG,Country 31,Latin America,city-8171-mcg,executive itineraries
City 8172,City 8172 International Airport,MCH,Country 32,Africa,city-8172-mch,family premium travel
City 8173,City 8173 International Airport,MCI,Country 33,North America,city-8173-mci,luxury city breaks
City 8174,City 8174 International Airport,MCJ,Country 34,Europe,city-8174-mcj,business travel
City 8175,City 8175 International Airport,MCK,Country 35,Middle East,city-8175-mck,premium long-haul demand
City 8176,City 8176 International Airport,MCL,Country 36,Asia Pacific,city-8176-mcl,honeymoon travel
City 8177,City 8177 International Airport,MCM,Country 37,Latin America,city-8177-mcm,executive itineraries
City 8178,City 8178 International Airport,MCN,Country 38,Africa,city-8178-mcn,family premium travel
City 8179,City 8179 International Airport,MCO,Country 39,North America,city-8179-mco,luxury city breaks
City 8180,City 8180 International Airport,MCP,Country 40,Europe,city-8180-mcp,business travel
City 8181,City 8181 International Airport,MCQ,Country 41,Middle East,city-8181-mcq,premium long-haul demand
City 8182,City 8182 International Airport,MCR,Country 42,Asia Pacific,city-8182-mcr,honeymoon travel
City 8183,City 8183 International Airport,MCS,Country 43,Latin America,city-8183-mcs,executive itineraries
City 8184,City 8184 International Airport,MCT,Country 44,Africa,city-8184-mct,family premium travel
City 8185,City 8185 International Airport,MCU,Country 45,North America,city-8185-mcu,luxury city breaks
City 8186,City 8186 International Airport,MCV,Country 46,Europe,city-8186-mcv,business travel
City 8187,City 8187 International Airport,MCW,Country 47,Middle East,city-8187-mcw,premium long-haul demand
City 8188,City 8188 International Airport,MCX,Country 48,Asia Pacific,city-8188-mcx,honeymoon travel
City 8189,City 8189 International Airport,MCY,Country 49,Latin America,city-8189-mcy,executive itineraries
City 8190,City 8190 International Airport,MCZ,Country 50,Africa,city-8190-mcz,family premium travel
City 8191,City 8191 International Airport,MDA,Country 51,North America,city-8191-mda,luxury city breaks
City 8192,City 8192 International Airport,MDB,Country 52,Europe,city-8192-mdb,business travel
City 8193,City 8193 International Airport,MDC,Country 53,Middle East,city-8193-mdc,premium long-haul demand
City 8194,City 8194 International Airport,MDD,Country 54,Asia Pacific,city-8194-mdd,honeymoon travel
City 8195,City 8195 International Airport,MDE,Country 55,Latin America,city-8195-mde,executive itineraries
City 8196,City 8196 International Airport,MDF,Country 56,Africa,city-8196-mdf,family premium travel
City 8197,City 8197 International Airport,MDG,Country 57,North America,city-8197-mdg,luxury city breaks
City 8198,City 8198 International Airport,MDH,Country 58,Europe,city-8198-mdh,business travel
City 8199,City 8199 International Airport,MDI,Country 59,Middle East,city-8199-mdi,premium long-haul demand
City 8200,City 8200 International Airport,MDJ,Country 60,Asia Pacific,city-8200-mdj,honeymoon travel
City 8201,City 8201 International Airport,MDK,Country 61,Latin America,city-8201-mdk,executive itineraries
City 8202,City 8202 International Airport,MDL,Country 62,Africa,city-8202-mdl,family premium travel
City 8203,City 8203 International Airport,MDM,Country 63,North America,city-8203-mdm,luxury city breaks
City 8204,City 8204 International Airport,MDN,Country 64,Europe,city-8204-mdn,business travel
City 8205,City 8205 International Airport,MDO,Country 65,Middle East,city-8205-mdo,premium long-haul demand
City 8206,City 8206 International Airport,MDP,Country 66,Asia Pacific,city-8206-mdp,honeymoon travel
City 8207,City 8207 International Airport,MDQ,Country 67,Latin America,city-8207-mdq,executive itineraries
City 8208,City 8208 International Airport,MDR,Country 68,Africa,city-8208-mdr,family premium travel
City 8209,City 8209 International Airport,MDS,Country 69,North America,city-8209-mds,luxury city breaks
City 8210,City 8210 International Airport,MDT,Country 70,Europe,city-8210-mdt,business travel
City 8211,City 8211 International Airport,MDU,Country 71,Middle East,city-8211-mdu,premium long-haul demand
City 8212,City 8212 International Airport,MDV,Country 72,Asia Pacific,city-8212-mdv,honeymoon travel
City 8213,City 8213 International Airport,MDW,Country 73,Latin America,city-8213-mdw,executive itineraries
City 8214,City 8214 International Airport,MDX,Country 74,Africa,city-8214-mdx,family premium travel
City 8215,City 8215 International Airport,MDY,Country 75,North America,city-8215-mdy,luxury city breaks
City 8216,City 8216 International Airport,MDZ,Country 76,Europe,city-8216-mdz,business travel
City 8217,City 8217 International Airport,MEA,Country 77,Middle East,city-8217-mea,premium long-haul demand
City 8218,City 8218 International Airport,MEB,Country 78,Asia Pacific,city-8218-meb,honeymoon travel
City 8219,City 8219 International Airport,MEC,Country 79,Latin America,city-8219-mec,executive itineraries
City 8220,City 8220 International Airport,MED,Country 80,Africa,city-8220-med,family premium travel
City 8221,City 8221 International Airport,MEE,Country 81,North America,city-8221-mee,luxury city breaks
City 8222,City 8222 International Airport,MEF,Country 82,Europe,city-8222-mef,business travel
